AS7265x Spectral Triad Example
A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W
4.90,12.81,14.25,9.89,10.51,17.85,13.52,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,28.67
5.88,12.81,14.25,9.89,10.51,17.85,13.52,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,28.67
5.88,12.81,14.25,9.89,10.51,18.54,14.06,11.93,4.07,3.98,7.11,1.98,20.24,5.83,11.58,26.23,39.39,11.67,29.00
5.88,12.81,14.25,9.89,10.51,18.54,14.06,12.45,4.07,3.98,7.11,1.98,20.24,5.83,11.58,26.23,40.23,11.67,28.67
5.88,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,29.00
5.88,12.81,14.25,9.89,10.51,18.54,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,40.23,11.67,28.67
5.88,12.81,14.25,9.89,10.51,18.54,14.06,11.93,4.07,3.98,7.11,1.98,20.24,5.83,11.58,26.23,40.23,11.67,28.67
5.88,12.81,14.25,9.89,10.51,18.54,14.06,11.93,4.07,3.98,7.11,1.98,20.24,5.83,11.58,26.23,39.39,11.67,29.00
5.88,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,28.67
5.88,12.81,14.25,9.89,10.51,17.85,13.52,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,29.00
5.88,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,28.67
5.88,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,29.00
5.88,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,28.67
5.88,12.81,14.25,9.89,10.51,18.54,14.06,11.93,4.07,3.98,7.11,1.98,20.24,5.83,11.58,26.23,40.23,11.67,28.67
5.88,12.81,14.25,9.89,10.51,18.54,14.06,11.93,4.07,3.98,7.11,1.98,20.24,5.83,11.58,26.23,39.39,11.67,29.00
5.88,12.81,14.25,9.89,10.51,17.85,13.52,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,28.67
5.88,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,40.23,11.67,28.67
5.88,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,40.23,11.67,28.67
5.88,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,40.23,11.67,28.67
5.88,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,28.67
4.90,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,28.67
5.88,12.81,14.25,9.89,10.51,18.54,14.06,11.93,4.07,3.98,7.11,1.98,20.24,5.83,11.58,26.23,39.39,11.67,29.00
4.90,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,28.67
5.88,12.81,14.25,9.89,10.51,18.54,14.06,11.93,4.07,3.98,7.11,1.98,20.24,5.83,11.58,26.23,39.39,11.67,28.67
4.90,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,29.00
5.88,12.81,14.25,9.89,10.51,18.54,14.06,11.93,4.07,3.98,7.11,1.98,20.24,5.83,11.58,26.23,40.23,11.67,28.67
4.90,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,29.00
4.90,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,40.23,11.67,28.67
4.90,12.81,14.25,9.89,10.51,18.54,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,29.00
4.90,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,40.23,11.67,29.00
4.90,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,28.67
4.90,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,20.24,5.83,11.58,26.23,39.39,11.67,28.67
4.90,12.81,14.25,9.89,10.51,18.54,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,28.67
4.90,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,28.67
4.90,12.81,14.25,9.89,10.51,18.54,14.06,11.93,4.07,3.98,7.11,1.98,20.24,5.83,11.58,26.23,39.39,11.67,28.67
4.90,12.81,14.25,9.89,10.51,18.54,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,29.00
4.90,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,29.00
4.90,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,28.67
4.90,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,25.38,39.39,11.67,29.00
4.90,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,40.23,11.67,29.00
4.90,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,28.67
4.90,12.81,14.25,9.89,10.51,18.54,14.06,11.93,4.07,3.98,7.11,1.98,20.24,5.83,11.58,26.23,39.39,11.67,28.67
4.90,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,28.67
4.90,12.81,14.25,9.89,10.51,18.54,14.06,11.93,4.07,3.98,7.11,1.98,20.24,5.83,11.58,26.23,39.39,11.67,28.67
4.90,12.81,14.25,9.89,10.51,18.54,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,28.67
4.90,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,25.38,39.39,11.67,28.67
4.90,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,25.38,39.39,11.67,28.67
4.90,12.81,14.25,9.89,10.51,18.54,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,28.67
4.90,12.81,14.25,9.89,10.51,18.54,14.06,11.93,4.07,3.98,7.11,1.98,20.24,5.83,11.58,26.23,39.39,11.67,28.67
5.88,12.81,14.25,9.89,10.51,18.54,14.06,11.93,4.07,3.98,7.11,1.98,20.24,5.83,11.58,26.23,39.39,11.67,28.67
4.90,12.81,14.25,9.89,10.51,17.85,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,29.00
4.90,12.81,14.25,9.89,10.51,18.54,14.06,11.93,4.07,3.98,7.11,1.98,19.12,5.83,11.58,26.23,39.39,11.67,28.67
